objectid,year,agency,unit_id,fire_name,local_incident_number,alarm_date,containment_date,cause,collection_method,management_objective,gis_calculated_acres,irwin_id,shape_area,shape_length,days_to_contain
3270,2015,CDF,SHU,BROWN,008772,,,2,1,1,28.56581,{64CF4FC4-A807-4964-A40A-A6ED556D2513},201317.76953125,2107.27992658619,
3271,2015,CDF,SHU,CHINA,007251,,,2,1,1,175.0157,{2FD73226-0E5B-4F88-9596-B58D9B92FD8A},1226232.73046875,5697.73532047719,
3272,2015,CDF,SHU,MILL,008749,,,14,1,1,12.76216,{7A93EA59-A1B9-447B-B896-F5919102242B},90074.8984375,1917.75999147011,
3273,2015,CDF,SHU,FERN,007394,,,1,1,1,88.53635,{91E13040-B6FD-4585-A055-F8F9A7235197},623610.08203125,3837.23564750095,
3274,2015,CDF,SHU,MALLARD,007250,,,15,1,1,65.95107,{A3200003-E9C9-42D4-9A0A-246383AECE05},462335.89453125,4692.30594688153,
3275,2015,CDF,SKU,DORRIS,005736,,,1,1,1,28.19277,{D0929D9E-4EF2-49C9-9BDC-6DB5933D732D},206745.30078125,5097.9627953635,
3276,2015,CDF,SKU,COPCO,006148,,,1,1,1,14.0008,{C890D30A-623F-4805-BA14-C5E632F7E2C1},102635.5390625,1639.65175150502,
3277,2015,CDF,SKU,YORK,005078,,,1,1,1,398.4229,{2C77A8C7-80CA-43CE-9CB2-16438D1F9753},2905824.31640625,7834.84164265952,
3278,2015,CDF,SKU,AGER,005073,,,1,1,1,31.49438,nan,229412.46484375,2721.86817352215,
3279,2015,CCO,SBC,RIDGE,007442,,,11,1,1,9.07207,{7CD2FA09-E2CF-4F60-A3B9-1AB43A53566A},54621.94140625,1496.33126611322,
3280,2015,CCO,SBC,MESA,007898,,,8,1,1,210.8346,{B9136067-0EAE-418D-AABF-1F29E75C29BB},1264986.6796875,7612.10964013665,
3281,2015,CCO,SBC,MARIPOSA,009073,,,10,1,1,9.073173,nan,54156.953125,1008.58357915082,
3282,2015,CCO,SBC,WHITE,009320,,,11,1,1,53.55653,{26CA9D46-3094-463F-A1C1-5440F4DD0C3B},323366.625,4252.99510104239,
3283,2015,CCO,SBC,GRADE,009987,,,10,1,1,19.67408,{5BD40AE1-F930-484A-AA71-B77F87C3BEA2},117600.1328125,2507.36291080861,
3284,2015,CDF,TCU,TRIPLE FIRE,000383,,,1,6,1,427.9607,nan,2655452.03515625,6766.63246518185,
3285,2015,CDF,SHU,PONDEROSA,001696,,,5,6,1,15.15671,nan,106560.51171875,1350.60874011826,
3286,2015,CDF,TGU,BAKER,004314,,,5,1,1,0.7465882,nan,5183.81640625,393.83205332369,
3287,2015,CDF,TGU,VALLEY,004704,,,1,1,1,7.054897,nan,49279.6328125,1237.73709386972,
3288,2015,CDF,TGU,RANCHO,004887,,,14,1,1,11.8876,nan,82176.3125,1835.85455428705,
3289,2015,CDF,TGU,FORK,005089,,,9,1,1,54.29841,{6C36D90F-A944-49EC-8CF6-34B95B632CF9},374999.60546875,2891.34054260668,
3290,2015,CDF,TGU,BLACK,005594,,,14,1,1,163.283,{0AE9EC1E-FEA9-4C5B-8806-2E84411CFB5E},1122235.19921875,8049.54406068213,
3291,2015,CDF,TGU,36,006019,,,10,1,1,3.731267,nan,25922.203125,699.396469650878,
3292,2015,CDF,TGU,OAKRIDGE,006097,,,14,1,1,10.16859,nan,70202.8046875,1712.84596118538,
3293,2015,CDF,TGU,36,006675,,,11,1,1,97.43904,nan,679583.140625,4419.97951610627,
3294,2015,CDF,TGU,LINKS,006923,,,14,1,1,6.698099,nan,46068.59375,1215.72233361686,
3295,2015,CDF,TGU,TRUCKEE,007519,,,2,1,1,1.487334,nan,10271.796875,468.126001418571,
3296,2015,CDF,TGU,BUTTE,009619,,,14,1,1,2.908308,nan,19985.30859375,664.751641580197,
3297,2015,BLM,NOD,DODGE,003806,,,2,2,1,10517.52,{1C12212A-65A9-4139-837B-05F6136AAD75},74691267.2109375,88223.2033657289,
3298,2015,USF,BBD,GREEN CREEK,001518,,,10,1,1,26.89483,nan,176321.203125,2298.62960791118,
3299,2015,BLM,CDD,PALMAS,012308,,,1,1,1,69.16941,{6B440F11-8DE2-4A71-90C5-34BD2D6FB82F},403463.71484375,4925.44305340553,
3300,2015,BLM,NOD,S2 COAL,003212,,,1,1,1,29.95277,{6095593A-2302-4AC9-85C9-C838D982FBA4},212749.61328125,3215.61338265566,
3301,2015,BLM,NOD,SHINN,003008,,,1,1,1,110.8015,{1997D1C4-76AA-41A0-AF81-B1A33D52A946},780114.37890625,4351.93641790425,
3302,2015,BLM,NOD,S1 DUCK,003800,,,1,1,1,30.08999,{20EA6609-EF63-4706-87A5-E11BF5473480},213841.3359375,2385.76151767532,
3303,2015,BLM,BBD,STINE,002717,,,1,1,1,13.79393,nan,84790.5546875,2489.99872033692,
3304,2015,USF,INF,VAN DYKE,000107,,,14,7,1,512.4335,nan,3365602.55859375,21658.7467808802,
3305,2015,CDF,BTU,GRIMY,007611,,,2,1,1,19.42308,nan,131693.9921875,1421.68228335335,
3306,2015,CDF,BTU,LUMPKIN,013357,,,7,1,1,1045.756,nan,7122617.58203125,13840.7860425727,
3307,2015,CDF,BTU,SWEDES,010917,,,7,1,1,390.0219,{C8C0D7CC-4416-46E3-82D3-917FBEBA5225},2649444.515625,9462.06338307597,
3308,2015,CDF,BTU,OLIVE,012852,,,2,1,1,47.75825,{ABB3E211-7CFB-444B-9EF6-0A22B5CE0308},324535.8125,4615.00071295287,
3309,2015,CDF,BTU,MERIDIAN,014554,,,2,1,1,901.9863,{D13FBB65-C3F5-437D-AD7C-E7D1586BCDE5},6204505.52734375,18785.0761700683,
3310,2015,CDF,BTU,WEB,009359,,,9,1,1,71.12778,{8ECEC6DD-0E11-49CC-8EE4-B42151E811F2},482923.703125,3464.85152859954,
3311,2015,CDF,BTU,TREE,010781,,,2,6,1,12.72052,nan,87207.53125,1283.15185903276,
3312,2015,CCO,VNC,JOHNSON,034500,,,14,1,1,1.729694,nan,10268.01953125,567.832779322894,
3313,2015,CCO,VNC,PALM,00016943,,,14,7,1,22.35466,nan,133001.69921875,2169.36023435603,
3314,2015,CCO,VNC,WHEELER,026044,,,7,1,1,4.680684,{AA97BD39-FF7E-4BB7-A8B0-30428E2ED15A},27886.1953125,1244.51960054016,
3315,2015,CCO,VNC,RIVER,041060,,,1,1,1,164.7058,{AD2F88F2-4322-4643-A130-F75F1AE76BB6},980028.49609375,9437.59374937259,
3316,2015,CCO,VNC,KITTRIDGE,040352,,,14,7,1,6.377415,nan,37819.65625,987.501494466593,
3317,2015,CCO,VNC,RUSTIC,054109,,,14,2,1,186.1511,{56E95D37-C072-498C-B694-CDF9B6E81ED8},1104743.6484375,5366.29103539724,
3318,2015,CCO,VNC,PEAK,053983,,,10,1,1,2.931382,nan,17413.609375,726.199750461885,
3319,2015,CCO,VNC,SUNSET,069564,,,10,1,1,0.5548272,nan,3291.98046875,338.55776125914,
3320,2015,CCO,VNC,HARBOR,074718,,,14,6,1,0.006257951,nan,37.16796875,23.0252238714603,
3321,2015,CCO,VNC,LEWIS,075616,,,14,1,1,0.7851713,nan,4654.16015625,338.762821080385,
3322,2015,CCO,VNC,PRINCETON,075983,,,14,7,1,44.26712,{1F11DE19-66D2-46BF-A240-ECD10074E093},263089.13671875,4327.89517311809,
3323,2015,CCO,VNC,BANNISTER,077051,,,14,7,1,25.0148,nan,148432.08984375,2047.01109127989,
3324,2015,CCO,VNC,STAFFORD,075547,,,2,6,1,0.8197879,nan,4853.859375,527.379839139202,
3325,2015,CCO,VNC,POTRERO,075787,,,14,1,1,29.24935,nan,173304.828125,2201.90897704212,
3326,2015,CCO,VNC,RED,059003,,,10,1,1,0.05534946,nan,329.68359375,71.8482024150776,
3327,2015,CCO,VNC,JOHNSON,065341,,,14,6,1,0.2441867,nan,1449.5234375,157.143235031238,
3328,2015,CCO,VNC,PERKIN,053255,,,14,6,1,9.354076,nan,55524.92578125,1238.02327150892,
3329,2015,CCO,VNC,SHARP,078449,,,14,1,1,6.991804,nan,41691.37109375,772.173933034711,
3330,2015,CCO,VNC,SOLIMAR,009187,,,11,7,1,1287.388,nan,7653715.90625,15989.2520496161,
3331,2015,USF,LMU,BECKWOURTH LIGHTNING COMPLEX,000729,,,1,8,1,14.3103,nan,98859.51953125,5682.93348934618,
3332,2015,USF,HTF,WASHINGTON,030251,,,1,3,1,17779.54,nan,118123207.625,122944.028373325,
3333,2015,USF,ENF,KYBURZ,019723,,,14,3,1,84.01945,{D37C472B-3A53-4E3B-B8BD-731609B8F673},560105.11328125,6708.73312547355,
3334,2015,CDF,TCU,BIG CREEK,007806,,,5,1,1,204.3927,{18608933-3EAD-43B8-9749-676DEDCEF380},1327614.33203125,7272.246366547,
3335,2015,CDF,FKU,CREEK,014679,,,14,3,1,137.3257,{7F08F296-294E-4F83-B973-0BF4263A388D},865965.234375,4933.13086688601,
3336,2015,NPS,KNP,BIG FIVE,000044,,,1,1,1,264.5698,{6048C8D6-5B3E-49F1-9D6C-F0F4DED68D19},1659212.76171875,7608.29627351324,
3337,2015,NPS,KNP,BURNT,000185,,,1,1,1,160.7299,{E027958F-30B7-428F-87C2-1290A1F064A6},1020165.81640625,4016.19002512058,
3338,2015,NPS,YNP,DARK,000057,,,1,1,1,37.99809,{211690E4-C3A0-4F43-8902-986B4E36511A},247005.109375,3154.22687343426,
3339,2015,NPS,YNP,TENAYA,000123,,,1,1,1,408.9148,{08B126F0-7D4F-433A-9C3A-586312804E81},2653442.765625,12007.245755801,
3340,2015,NPS,YNP,MIDDLE,000078,,,1,1,1,324.7684,{0F23791E-6825-4957-B0E7-F40FAAF92553},2111632.9921875,7546.47556066684,
3341,2015,NPS,YNP,CATHEDRAL,000087,,,1,1,1,40.12074,{A00F67D9-EFAF-47D9-AC5E-9A50E95DEAA4},260858.64453125,3687.91844794037,
3342,2015,NPS,YNP,BRIDAL VEIL,000132,,,1,6,1,38.40899,{4A1509FC-7B66-45CD-92A4-FF549D6665A6},248750.01171875,1909.07708376333,
3343,2015,NPS,YNP,WHITE CASCADE,000051,,,1,1,1,50.73343,{D518E211-2535-44CF-9608-1721AF280642},330415.34375,4866.41062285464,
3344,2015,USF,ANF,PINES,003128,,,9,1,1,174.9406,{8715AC41-99A0-44C2-B62F-B530EEC4EC6E},1042051.015625,8274.61280467403,
3345,2015,USF,ANF,CABIN,003611,,,9,7,1,1461.844,{6D48E46C-1161-4477-A89D-31A04CE08CAC},8683461.16796875,14790.7810779684,
3346,2015,USF,ANF,WARM,003651,,,7,1,1,270.0217,{09F0F3FF-824A-4952-90B4-388A22F6398A},1616915.99609375,7067.11880512008,
3347,2015,USF,ANF,MORRIS,nan,,,9,1,1,9.719397,nan,57635.37109375,1077.49994634922,
3348,2015,USF,ANF,SHINN,nan,,,4,6,1,11.24281,nan,66637.73046875,1119.22008690299,
3349,2015,USF,ANF,RANCH,nan,,,2,1,1,10.50375,nan,62826.6796875,1485.05033961732,
3350,2015,USF,ANF,FIVE,nan,,,2,1,1,24.54405,nan,146801.5703125,1979.02475015792,
3351,2015,USF,BDF,GREEN,nan,,,9,1,1,3.370712,{8B8C1B71-0DCB-49C4-9122-052C19106F46},20028.2265625,696.844488374812,
3352,2015,USF,BDF,SAN GORGONIO,nan,,,9,6,1,9.836316,{8B8C1B71-0DCB-49C4-9122-052C19106F46},58226.62109375,1040.13932565867,
3353,2015,USF,BDF,STERLING,nan,,,9,1,1,118.0251,{8B8C1B71-0DCB-49C4-9122-052C19106F46},699385.85546875,5616.44474584715,
3354,2015,USF,BDF,SUMMIT3,010399,,,9,7,1,55.595,{0D3EA05E-0E1D-407D-A00B-6FC82B2E0E85},329968.94921875,3614.13158900006,
3355,2015,USF,BDF,LAKE,007894,,,9,7,1,31284.44,{CD251B9C-8A86-4C33-BE4B-019E071A6FAA},185293114.328125,158620.292250127,
3356,2015,USF,BDF,NORTH,090001,,,9,7,1,4249.093,nan,25303227.8710938,35305.3024170397,
3357,2015,USF,SNF,SKY,001047,,,2,3,1,498.9207,nan,3204609.42578125,11505.1206108862,
3358,2015,USF,SNF,MUSIC,nan,,,9,6,1,32.64508,{F0F47E8C-DC47-4EC4-86E9-67ED1C86DB5D},208183.5390625,1765.36454843702,
3359,2015,USF,STF,RESERVOIR,002536,,,1,1,1,25.06381,{86A7DB9A-A2BD-4908-B18B-825348870EB8},165111.4765625,2302.62839742529,
3360,2015,USF,STF,STONY GULCH ,nan,,,9,1,1,6.594722,nan,43218.89453125,1054.68705635715,
3361,2015,USF,STF,TWO MILE ,nan,,,5,1,1,7.511982,nan,49097.03125,1011.85600866043,
3362,2015,USF,CNF,CUTCA,002466,,,1,1,1,150.418,{E841C68E-7EAF-414B-A454-626C3F35ED5E},875390.63671875,5785.36787120153,
3363,2015,USF,SNF,ROUGH,001746,,,1,3,1,151546.8,{457DB47D-80EC-4812-8C93-C37D912855B3},959357207.3125,400638.393894855,
3364,2015,USF,MNF,DEER,nan,,,1,1,1,97.55208,nan,659722.16796875,3885.23125927704,
3365,2015,USF,MNF,BOARDMAN 2,001157,,,1,1,1,94.74877,{CBBE5297-942C-4CD2-8796-8814EE7DFF97},644190.20703125,4489.65238540869,
3366,2015,USF,MNF,ETSEL,nan,,,1,1,1,32.09719,nan,219251.66796875,2970.34272610923,
3367,2015,USF,MNF,SAN HEDRIN,nan,,,5,1,1,22.48489,nan,152957.69921875,1975.51166914577,
3368,2015,USF,ENF,TANNER,nan,,,5,1,1,44.545,nan,298988.77734375,4238.07084710359,
3369,2015,USF,ENF,MCOULLOH,nan,,,5,1,1,35.28005,nan,236522.1171875,3365.96332146757,
3370,2015,USF,ENF,MEADOW,nan,,,5,1,1,22.062,nan,147934.2421875,1885.8397092192,
3371,2015,USF,MDF,MASON ,nan,,,1,1,1,43.27318,nan,316102.39453125,2566.65796992068,
3372,2015,USF,MDF,COLD ,nan,,,1,1,1,14.21169,nan,103569.99609375,1495.65849688274,
3373,2015,USF,MDF,TWIN,nan,,,1,1,1,67.93945,nan,494349.81640625,6581.74519604984,
3374,2015,USF,MDF,YELLOW,nan,,,1,1,1,11.14368,nan,81078.7421875,2185.74645318032,
3375,2015,USF,MDF,WHITE ,nan,,,1,6,1,15.37785,nan,112474.55078125,1342.45734153186,
3376,2015,USF,LPF,BURSON,059075,,,2,1,1,18.23938,nan,108881.6875,2428.22187851688,
3377,2015,USF,LPF,CHORRO,002288,,,2,1,1,273.8199,{4489C9E1-FA22-4507-A263-783AEC56C853},1639548.44921875,9996.46533817531,
3378,2015,USF,BDF,SCALES,009583,,,2,8,1,45.73383,{521570AE-610D-44D0-9271-FE31E5CDE099},271960.80078125,4622.32051230132,
3379,2015,USF,SRF,NICKOWITZ,001470,,,1,7,1,7576.045,{B3730A9E-CD2D-43E7-AA10-66182EEE9E74},54625121.796875,69756.9913910281,
3380,2015,USF,SRF,BEAR,001453,,,1,3,1,11616.88,{44113AB8-BFBB-4C83-A178-76627E476477},84763295.5234375,82475.4035250456,
3381,2015,USF,SRF,COON,001465,,,1,7,1,5682.627,{70F796EF-282F-465E-98DE-AF0275083103},41361446.1953125,42684.3009135825,
3382,2015,USF,SRF,FEEDER,001489,,,1,3,1,897.9925,{9E3C7C48-107F-4F0C-8A0B-AF3F71C9D814},6501341.5546875,12456.4100369335,
3383,2015,USF,SRF,SUMMIT,001485,,,1,3,1,639.9178,{28B05C23-7625-408E-939C-AAEE1EEB0F3A},4632539.32421875,17760.9832617112,
3384,2015,USF,SRF,PEAK,001479,,,1,3,1,11524.46,{B760AFDA-3059-4FDF-94E8-8D4F35823306},83446165.3046875,118811.643330653,
3385,2015,USF,SRF,GROVES,002066,,,1,3,1,6803.031,nan,48331210.5351563,70132.6287875708,
3386,2015,USF,SRF,EAST,002066,,,1,3,1,1530.955,nan,10884413.0546875,20052.2571727233,
3387,2015,USF,SRF,PICKETT,001433,,,1,7,1,11012.8,{F7197F47-AE99-4808-8776-6898B6ED999E},76839599.0546875,59672.0608056741,
3388,2015,USF,SRF,GOBBLER,001433,,,1,7,1,8305.019,{F7197F47-AE99-4808-8776-6898B6ED999E},57921393.3242188,48021.3572091058,
3389,2015,USF,SRF,LASSICS,001433,,,1,7,1,18192.03,{F7197F47-AE99-4808-8776-6898B6ED999E},126802166.5,78069.7639656446,
3390,2015,USF,SRF,TIERNEY,001476,,,1,7,1,247.8912,{36388BE6-16C8-4DB1-8A0F-694429AC7633},1734407.390625,10152.8379291568,
3391,2015,USF,SRF,CHANCE,001476,,,1,7,1,160.0666,{36388BE6-16C8-4DB1-8A0F-694429AC7633},1127279.39453125,9643.04728624029,
3392,2015,USF,SRF,BUCK,001476,,,1,7,1,1420.48,{36388BE6-16C8-4DB1-8A0F-694429AC7633},9934603.8359375,18027.9462720552,
3393,2015,USF,SRF,BLAKE,001476,,,1,7,1,11439.25,{36388BE6-16C8-4DB1-8A0F-694429AC7633},80471630.4960938,72904.7978026926,
3394,2015,USF,SRF,CASTLE 1,002108,,,1,7,1,662.1591,nan,4670668.27734375,14311.8218283109,
3395,2015,USF,SQF,CABIN SEQ,002313,,,1,3,1,6996.186,{4CE57550-396D-4AF3-8E7D-0059C2A6F6FC},43633457.421875,62918.3825406421,
3396,2015,USF,SQF,GREY,001950,,,1,1,1,19.44877,{EC65259C-5334-46D8-B6DF-80D0E440E029},121106.046875,1786.59393009175,
3397,2015,USF,SQF,FISH,nan,,,4,6,1,20.86502,nan,128684.8046875,1425.86330981173,
3398,2015,USF,SQF,LIGHTNING,nan,,,9,6,1,31.73204,nan,194078.203125,2087.11606209319,
3399,2015,USF,SRF,DEVIL,nan,,,1,1,1,20.12851,nan,146613.171875,1727.02802836917,
3400,2015,USF,SRF,PAW,001454,,,1,6,1,10.24,{8FEE5B82-1372-464D-AC37-7639A1DDCB3B},74525.84375,1406.30937371504,
3401,2015,USF,PNF,SPRING GARDEN,nan,,,5,6,1,15.84018,{EC301BBB-6AEC-4514-9796-FB070125504E},109151.4453125,1642.19387208278,
3402,2015,USF,PNF,WARD,000303,,,14,6,1,129.2855,{3957D9FB-5123-456D-8886-CF1ECAEB5ED3},893879.63671875,7500.26172328905,
3403,2015,USF,SHF,PROSPECT,002067,,,1,3,1,24.27882,{73BDB68A-DE20-4FF6-88B9-07C0061A465F},168975.5546875,1606.75606275351,
3404,2015,USF,SHF,RASPBERRY,002067,,,1,3,1,39.76297,{73BDB68A-DE20-4FF6-88B9-07C0061A465F},276207.82421875,2055.62222716617,
3405,2015,USF,SHF,DOG,002067,,,1,3,1,3276.482,{73BDB68A-DE20-4FF6-88B9-07C0061A465F},23042388.09375,32863.046295539,
3406,2015,USF,SHF,BIG FOOT,00002131,,,1,3,1,25.13739,{40E7B6D8-AA0F-4B5B-BBE9-6113BA1FC064},176678.87890625,1752.40193498421,
3407,2015,USF,SHF,DEER,00002028,,,1,3,1,8.535203,{035D2E61-E723-4A0D-A544-7ABD942344D8},59686.49609375,1432.04680778188,
3408,2015,USF,SHF,TELEPHONE,00002133,,,1,3,1,54.82918,{858F4D8C-7113-41E7-90DA-0C27C7BCD4B9},383286.6484375,3583.14595556306,
3409,2015,USF,SHF,BLUE,00002032,,,1,3,1,2828.028,{32D026C2-A759-45B4-8457-36558886CC71},19752109.9765625,28827.1095793547,
3410,2015,USF,SHF,RAIL,00002092,,,1,3,1,8669.771,{99DD64F2-D13A-4484-844C-0719100D9260},60734381.203125,59841.0672065326,
3411,2015,USF,SHF,GARDEN,00002029,,,1,3,1,0.03171027,{D998176E-A1D4-4B76-8634-F8D72C2220C3},221.8671875,60.1367921515144,
3412,2015,USF,SHF,PEAK,00002132,,,1,3,1,6273.949,{F95D717E-B212-4488-8FB7-FB5EF103EBFD},43953657.78125,32308.1875015927,
3413,2015,USF,SHF,SHIELL,00002060,,,1,3,1,15390.65,{A227FCE4-5D74-4D23-A75C-557770E353F4},107677333.140625,77057.4921829823,
3414,2015,USF,SHF,DAILEY,002066,,,1,3,1,16.6561,{1FE0DBA3-802B-4D0A-B4F7-D0A5BBFF1D7B},118081.60546875,1548.98303866957,
3415,2015,USF,SHF,DYER,002066,,,1,3,1,757.9618,{1FE0DBA3-802B-4D0A-B4F7-D0A5BBFF1D7B},5370269.34375,12227.7070338704,
3416,2015,USF,SHF,HAPPY,002066,,,1,3,1,68095.24,{1FE0DBA3-802B-4D0A-B4F7-D0A5BBFF1D7B},483017056.652344,286588.99218341,
3417,2015,USF,SHF,ROAD,002066,,,1,3,1,378.9736,{1FE0DBA3-802B-4D0A-B4F7-D0A5BBFF1D7B},2688488.11328125,11129.9222851031,
3418,2015,USF,SHF,PANTHER,nan,,,1,3,1,128.691,nan,912729.78515625,5568.16370207896,
3419,2015,USF,SHF,LOOK,002052,,,1,3,1,0.9284683,{468FC05F-6E50-4BB3-A188-1E04C3F43E91},6569.63671875,333.176000017979,
3420,2015,USF,SHF,HALSEY,002066,,,1,3,1,7.228922,{1FE0DBA3-802B-4D0A-B4F7-D0A5BBFF1D7B},51139.44921875,996.862718266782,
3421,2015,USF,SHF,JOHNSON,001476,,,1,3,1,17821.11,nan,125135015.761719,138905.624513029,
3422,2015,USF,SHF,KERLIN,002108,,,1,3,1,500.9492,{A0137E64-0D0C-4327-9B15-B7F625775E06},3521063.94140625,13457.7646098452,
3423,2015,USF,SHF,PELLETREAU,002108,,,1,3,1,4109.539,{A0137E64-0D0C-4327-9B15-B7F625775E06},28862979.8359375,39233.4044123814,
3424,2015,USF,SHF,PATTISON,002082,,,1,3,1,12916.57,{B09ECB62-6483-4F8A-9943-99863E39FA5D},90937981.0625,95766.266480285,
3425,2015,USF,SHF,CASTLE,001389,,,4,3,1,14253.95,nan,100435993.164063,75124.5483261033,
3426,2015,USF,SHF,SPRINGER,001712,,,1,3,1,0.489983,{2A8C6D60-A13D-41BC-8E32-5F0097F32102},3452.38671875,220.843318432044,
3427,2015,USF,SHF,HIDDEN,002040,,,1,3,1,11.04564,{5DB5BD69-88D3-4EA2-B92A-867E5108A944},78027.7265625,1339.55733422126,
3428,2015,USF,SHF,MILL,002106,,,1,3,1,72.60194,{EEE4C3AC-6615-4444-82B0-54C5000754C9},512636.98828125,4479.43950228873,
3429,2015,USF,SHF,YORK,002070,,,1,3,1,243.6706,{9F1EBED2-56EF-469B-94F6-F20F15C47BAD},1720757.41015625,9261.47771350173,
3430,2015,USF,SHF,OLSEN,002071,,,1,3,1,400.2011,{D484E407-32C6-41B7-AA4B-342308F4C537},2823112.51171875,10687.0108597746,
3431,2015,USF,SHF,CLARK,002083,,,1,3,1,675.5582,{CEE3BA5E-9869-4ACA-8970-C37F28A92FCE},4761981.89453125,12728.4779984575,
3432,2015,USF,SHF,MINERS,nan,,,1,3,1,173.9841,nan,1226690.734375,4894.12786298661,
3433,2015,USF,SHF,MILITARY,nan,,,4,3,1,52.84043,nan,381377.0390625,4080.56878349855,
3434,2015,USF,SHF,SADDLE,001371,,,1,3,1,1542.967,{1166A376-514D-4391-AC77-52D9A3914510},10870232.09375,29116.1046947221,
3435,2015,USF,SHF,STEPHENS,nan,,,5,1,1,209.6283,nan,1512863.08984375,7864.48282137886,
3436,2015,USF,SHF,WATER,002096,,,1,1,1,35.91605,{DF3855DC-02C5-45AB-9B47-5D338E627DB8},258904.68359375,3180.7115919055,
3437,2015,USF,LPF,GIBRALTAR,003471,,,9,8,1,21.0506,{4C30A471-AC23-4DEF-999A-B88ED43972CF},125670.375,1549.52499753324,
3438,2015,LRA,ORC,nan,nan,,,11,5,1,14.13005,nan,82554.13671875,1374.95251450997,
3439,2015,CCO,ORC,nan,nan,,,2,7,1,213.5105,nan,1253606.3984375,8216.99821494859,
3440,2015,CCO,ORC,nan,nan,,,14,1,1,15.64318,nan,92127.3984375,1725.00313896611,
3441,2015,CDF,HUU,BALD FIRE,003924,,,1,1,1,26.9475,nan,192485.3828125,1644.41273489437,
3442,2015,CDF,HUU,PINE 1-44,001493,,,1,7,1,1773.247,{CD9D5A73-96C9-4F97-8DD4-8975D1F7C21C},12343897.1132813,19537.7184970905,
3443,2015,CDF,HUU,BLUFORD 1-55,001498,,,1,7,1,202.7018,nan,1409107.87109375,6993.32862317925,
3444,2015,CDF,HUU,BLOCKSBURG 1-58,001499,,,1,7,1,283.831,nan,1974786.796875,7082.75302346719,
3445,2015,CDF,HUU,DOBBYN 1-57,001497,,,1,7,1,787.353,{014D765A-BB85-45B0-BD0E-EA12FE208545},5470954.95703125,12196.0806685427,
3446,2015,CDF,HUU,STEELHEAD 1-54,001492,,,1,7,1,1403.444,{3C75186D-20A3-432C-AC38-0341F36871F9},9742917.19140625,16924.288713857,
3447,2015,CDF,HUU,WINCHESTER 1-47,001494,,,1,7,1,147.2519,{7E1E2347-1DAD-4A47-B226-C74A8D66521F},1022303.4296875,4218.6014728936,
3448,2015,CDF,HUU,WILDCAT 1-51,001495,,,1,7,1,283.2199,{50646063-B734-4CC8-BCA8-C336D00CCA52},1968730.2109375,7774.37277548033,
3449,2015,CDF,HUU,HORSE FIRE,006254,,,14,7,1,145.9043,{36EEF493-A476-403A-9234-406704E05BD1},1010851.98828125,7236.4002322912,
3450,2015,CDF,HUU,BUCK FIRE,005528,,,2,1,1,15.85715,nan,109743.23828125,1850.05508461389,
3451,2015,CDF,HUU,QUEEN,005420,,,7,1,1,159.3774,{A1EDD663-2578-4723-A292-A097EDE5D4A4},1145889.82421875,12818.0450267566,
3452,2015,USF,KNF,HOWARDS,nan,,,1,7,1,29.58024,nan,215761.74609375,2299.91607979403,
3453,2015,USF,KNF,PRARIE,nan,,,9,1,1,67.95409,nan,492697.52734375,3727.37336811474,
3454,2015,USF,KNF,DEVIL,nan,,,2,1,1,14.40403,nan,104467.7890625,1940.16869676487,
3455,2015,USF,KNF,FIVEMILE,006160,,,1,7,1,62.04475,{A307DCDB-789C-4447-95B5-A593D4D6D82E},451494.5078125,5435.64892599843,
3456,2015,BIA,HIA,DEER HORN 2,0000181,,,1,8,1,86.16431,nan,616075.44140625,3776.97990415468,
3457,2015,USF,MDF,FROG,000570,,,1,8,1,4862.165,{57079E3A-1FBB-4EB3-92C3-2EE3464FA0CE},35013811.3867188,48072.9769358039,
3458,2015,USF,INF,WALKER,001319,,,9,0,0,3815.886,{A88F12A1-A647-4721-8E9E-AC6EFD97B2D5},24841901.2773438,41194.1632250988,
3459,2015,CDF,TCU,OAK FLAT,009491,,,14,8,1,107.9033,{C5920A4B-7AA2-4195-98E1-F0788A436528},705234.09765625,4058.89786018792,
3460,2015,CCO,VNC,VICTORIA,0031278,,,14,6,1,0.5681428,nan,3372.3515625,275.649999822448,
3461,2015,CCO,VNC,DOUGH,0053877,,,14,7,1,2.16064,nan,12894.1875,659.362027830295,
3462,2015,CCO,VNC,FARIA,0041643,,,14,1,1,0.9901724,nan,5889.62890625,354.538624742531,
3463,2015,CCO,VNC,TOLAND,0044425,,,14,1,1,3.032003,nan,18053.96484375,1116.14167490797,
3464,2015,CCO,VNC,MOORPARK,0057413,,,14,1,1,2.079408,nan,12347.8828125,476.43076387216,
3465,2015,CCO,VNC,SOUTH,0046505,,,14,7,1,0.2600781,nan,1547.2578125,157.749886118239,
3466,2015,CCO,VNC,MAIN,0048569,,,14,1,1,0.1357576,nan,806.640625,128.358094199739,
3467,2015,CCO,VNC,BROOKS,0047203,,,14,6,1,2.921998,nan,17386.9296875,598.959238523403,
3468,2015,CCO,VNC,OJAI,0065745,,,14,6,1,0.00261181,nan,15.57421875,16.1061954552344,
3469,2015,CCO,VNC,SHELL,0083451,,,14,1,1,2.423997,nan,14414.50390625,522.985462088107,
3470,2015,CCO,VNC,ARROYO,0089149,,,14,1,1,0.09117375,nan,541.8203125,84.7770589599407,
